시도,선거구명,사진,기호,소속정당명,성명(한자),성별,생년월일(연령),주소,직업,학력,경력,재산신고액(천원),병역신고사항(본인),납세실적(천원)-납부액,납세실적(천원)-최근5년간체납액,납세실적(천원)-현체납액,전과기록유무(건수),입후보횟수,공약링크,나이,생년원일
서울특별시,동작구갑,nan,7,민중당,윤헌주(尹憲柱),남,1969.08.01(50세),서울특별시 동작구 장승배기로,자영업,한림대학교 중국학과 졸업,(현)노량진수산시장 현대화사업 비상대책위 공동위원장(현)민중당 국민의국회 건설운동본부 공동본부장,85000,군복무를 마친사람,4,0,0,6건,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137367,50세,1969.08.01
서울특별시,동작구갑,nan,8,국가혁명배당금당,이서은(李敍溵),여,1964.07.15(55세),세종특별자치시 만남로,정당인,한남대학교 사회복지학전공 졸업,미기재,487016,해당없음(비대상),2946,0,0,없음,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135479,55세,1964.07.15
서울특별시,동작구을,nan,1,더불어민주당,이수진(李秀眞),여,1969.11.03(50세),서울특별시 동작구 사당로17길,정당인,서울대학교 경제학과 졸업,(전)수원지방법원 부장판사(전)대법원 재판연구관,2657165,해당없음(비대상),1666301,0,0,없음,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137485,50세,1969.11.03
서울특별시,동작구을,nan,2,미래통합당,나경원(羅卿瑗),여,1963.12.06(56세),서울특별시 동작구 사당로,정당인,서울대학교 대학원 법학석사,(전)자유한국당 원내대표(전)국회 외교통일위원회 위원장,4482915,해당없음(비대상),647307,0,0,없음,5회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100136840,56세,1963.12.06
서울특별시,동작구을,nan,6,정의당,이호영(李昊榮),남,1982.01.05(38세),서울특별시 동작구 흑석로5길,정당인,조선대학교 컴퓨터공학부 졸업,(현)정의당 동작구위원장(전)스포츠2.0 프로야구 담당기자,40000,군복무를 마친사람,563,0,0,없음,1회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135393,38세,1982.01.05
서울특별시,동작구을,nan,8,민중당,최서현(崔曙炫),여,1991.08.24(28세),서울특별시 동작구 현충로20길,정당인,단국대학교 상경대학 무역학과 졸업,(현)서울청년민중당 청년위원장(현)전국특성화고졸업생노동조합 기획팀장,-1800,해당없음(비대상),738,0,0,없음,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100134819,28세,1991.08.24
서울특별시,동작구을,nan,9,국가혁명배당금당,조현숙(趙賢淑),여,1962.04.15(58세),서울특별시 영등포구 선유서로,자영업,성균관대학교 유학대학원 문학석사,미기재,1490100,해당없음(비대상),193709,0,0,없음,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137615,58세,1962.04.15
서울특별시,관악구갑,nan,1,더불어민주당,유기홍(柳基洪),남,1958.06.11(61세),서울특별시 관악구 성현로,정당인,서울대학교 국사학과 졸업,"(전)제17, 19대 국회의원(현)더불어민주당 교육특별위원회 위원장",1516679,군복무를 마치지 아니한 사람,61326,0,0,1건,4회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135027,61세,1958.06.11
서울특별시,관악구갑,nan,3,민생당,이승한(李承翰),남,1959.02.02(61세),서울특별시 관악구 은천로,사업가,전남대학교 독어독문학과졸업,(전)관악구 생활체육회장(현)민생당중앙당대변인,1027000,군복무를 마친사람,3978,0,0,2건,3회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100136529,61세,1959.02.02
서울특별시,관악구갑,nan,6,정의당,이동영(李同英),남,1971.11.12(48세),서울특별시 관악구 국회단지13길,정의당 서울시당위원장,경기대학교 경영학과 졸업,(현)노회찬재단 운영위원(현)코로나 민생119센터 정의당 서울본부장,201959,군복무를 마친사람,1505,0,0,1건,5회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135234,48세,1971.11.12
서울특별시,관악구갑,nan,7,우리공화당,권미성(權美成),여,1966.03.20(54세),서울특별시 관악구 남부순환로,권미성 관악디자인 연구소장,동덕여자대학교 대학원 회화학과 졸업(미술학석사),(전)서울특별시 관악구 7대의회 의원(전)남서울대학교 외래교수,507150,해당없음(비대상),6021,1425,0,없음,1회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135037,54세,1966.03.20
서울특별시,관악구갑,nan,8,민중당,송명숙(宋名淑),여,1987.01.23(33세),서울특별시 관악구 신림로71길,정당인,건국대학교 일반대학원 석사과정 수료 (통일인문학전공),"(현)민중당 <청년,돌진국회로>특별위원장(현)민중정책연구원 연구위원",7847,해당없음(비대상),274,0,0,1건,1회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135547,33세,1987.01.23
서울특별시,관악구갑,nan,9,국가혁명배당금당,김용태(金龍泰),남,1962.06.14(57세),서울특별시 관악구 당곡6길,국가혁명배당금당 관악구 갑 당협위원장,동아대학교 화학공학과 졸업,(전) 주식회사 삼양사 근무(현) 국가혁명배당금당 관악구 갑 당협위원장,-130000,군복무를 마친사람,108,1150,2836,없음,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135848,57세,1962.06.14
서울특별시,관악구갑,nan,10,무소속,김성식(金成植),남,1958.12.16(61세),서울특별시 관악구 은천로,국회의원,서울대학교 경제학과 졸업,(현)국회의원(재선)(전)국회 4차산업혁명특위 위원장,479920,군복무를 마친사람,30520,719,0,1건,7회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137427,61세,1958.12.16
서울특별시,관악구을,nan,1,더불어민주당,정태호(鄭泰浩),남,1963.03.20(57세),서울특별시 관악구 난곡로,정당인,서울대학교 사회복지학과 졸업,(전)문재인대통령 비서실 일자리수석(전)노무현대통령 비서실 대변인,1509637,군복무를 마치지 아니한 사람,29982,146,0,2건,2회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100134875,57세,1963.03.20
서울특별시,관악구을,nan,2,미래통합당,오신환(吳晨煥),남,1971.02.07(49세),서울특별시 관악구 남부순환로,국회의원,고려대학교 정책대학원 아태지역연구학과 석사과정 수료,"(현)국회의원(19대, 20대 관악구을)(전)국회 사법개혁특위 검경개혁소위원장",4739009,군복무를 마친사람,508248,0,0,없음,5회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137064,49세,1971.02.07
서울특별시,관악구을,nan,3,민생당,한인수(韓仁洙),남,1959.12.25(60세),서울특별시 관악구 난곡로,대림대학교 겸임교수,세종대학교 일반대학원 졸업(경영학박사),(현)관악발전연구원 원장(전)KB국민은행 미아역지점 지점장,488045,군복무를 마친사람,72948,0,0,없음,1회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100136177,60세,1959.12.25
서울특별시,관악구을,nan,7,우리공화당,박현성(朴玹成),여,1982.05.13(37세),서울특별시 관악구 남부순환로,디자이너,이화여자대학교 디자인대학원 졸업 (디자인학석사 서비스디자인전공),(현) 디자인전문회사 실장 (경력 15년)(현) (사)서비스디자인학회 이사,-71927,해당없음(비대상),4521,0,0,없음,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100136992,37세,1982.05.13
서울특별시,관악구을,nan,8,민중당,김한영(金漢榮),여,1974.02.12(46세),서울특별시 관악구 미성10길,NGO활동가,동일여자고등학교 졸업,(현)행복마을마더센터 대표(현)사단법인 청소년문화예술센터 이사,113313,해당없음(비대상),593,0,0,없음,2회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137274,46세,1974.02.12
서울특별시,관악구을,nan,9,국가혁명배당금당,서희성(徐熙成),남,1949.09.07(70세),서울특별시 관악구 난곡로26길,정당인,미기재,(현)국가혁명배당금당 관악구을 부위원장,979380,군복무를 마치지 아니한 사람,13330,0,0,없음,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135704,70세,1949.09.07
서울특별시,관악구을,nan,10,무소속,류현선(柳賢善),남,1950.01.23(70세),서울특별시 관악구 신림로11가길,세무사업,연세대학교 행정대학원 졸업(정치학석사),(현)광복회복지증진위원회위원(현)세무법인 삼도 대표이사,1090329,군복무를 마친사람,47569,0,0,없음,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100138019,70세,1950.01.23
서울특별시,서초구갑,nan,1,더불어민주당,이정근(李炡根),여,1962.11.06(57세),서울특별시 서초구 사평대로16길,정당인,호서대학교 벤처전문대학원 경영학박사,(현)더불어민주당 중앙당 대변인단 부대변인(현)더불어민주당 서초구갑 지역위원장,2980996,해당없음(비대상),13248,68777,0,없음,2회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100134616,57세,1962.11.06
서울특별시,서초구갑,nan,2,미래통합당,윤희숙(尹喜淑),여,1970.02.07(50세),서울특별시 서초구 방배로25길,KDI 국제정책대학원 교수,콜럼비아대학교 경제학박사(1996.9.~2003.5.),(전)대통령직속 국민경제자문회의 자문위원(전)KDI 재정·복지정책연구부장,1242128,해당없음(비대상),106237,0,0,없음,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137518,50세,1970.02.07
서울특별시,서초구갑,nan,7,국가혁명배당금당,신방호(申邦浩),남,1979.01.31(41세),서울특별시 영등포구 여의대방로,아이오아이 아카데미 대표원장,한서대학교 건축공학과 졸업,(전)스탠다드차타드은행 여신영업부 팀장(현)한국컨투어메이크업교육협회 이사,20000,군복무를 마친사람,2479,0,0,1건,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137932,41세,1979.01.31
서울특별시,서초구을,nan,1,더불어민주당,박경미(朴炅美),여,1965.10.15(54세),서울특별시 서초구 반포대로,국회의원,미국 일리노이대학교 수학교육학 박사(Ph.D) 1990.08~1993.01,(전)더불어민주당 대변인(전)홍익대학교 교수,3244013,해당없음(비대상),241858,0,0,없음,1회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135312,54세,1965.10.15
서울특별시,서초구을,nan,2,미래통합당,박성중(朴成重),남,1958.08.01(61세),서울특별시 서초구 방배로1길,국회의원,"성균관대학교 대학원 졸업(도시행정전공, 행정학박사)",(현)미래통합당 서초구을 국회의원(전)서초구청장,6413601,군복무를 마친사람,54248,0,0,없음,2회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100136886,61세,1958.08.01
서울특별시,서초구을,nan,3,민생당,이정호(李廷鎬),남,1952.02.20(68세),서울특별시 서초구 방배로43길,의사,조선대학교 의과대학 졸업,(전)순천향의과대학교 내과 외래교수(현)사단법인 희망교육 이사장,2181079,군복무를 마친사람,469607,0,0,1건,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137971,68세,1952.02.20
서울특별시,서초구을,nan,7,국가혁명배당금당,이진호(李振鎬),남,1964.12.26(55세),서울특별시 서초구 청계산로9길,정당인,광운대학교 대학원 방위사업학과 졸업(공학박사),(현)국가혁명배당금당 중앙당 조직국장(전)방위사업청 무기개발 총괄(K-9용 탄약운반장갑차 개발 등),1079481,군복무를 마친사람,34429,0,0,없음,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135413,55세,1964.12.26
서울특별시,강남구갑,nan,1,더불어민주당,김성곤(金星坤),남,1952.11.06(67세),서울특별시 강남구 봉은사로37길,사단법인 평화 이사장,"미국 템플대학교 대학원 졸업(철학박사(종교학), 1985.1.~1991.5.)",(전)국회 사무총장(전)국회 국방위원장,689961,군복무를 마친사람,55001,0,0,없음,5회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100134862,67세,1952.11.06
서울특별시,강남구갑,nan,2,미래통합당,태구민(太救民),남,1964.06.24(55세),서울특별시 강남구 논현로163길,외교정책 전문가,평양 국제관계대학 국제관계과 졸업(1980.4.~1984.8.),(전)영국주재 북한 대사관 공사(전)대한민국 국가안보전략연구원 자문연구위원,1865000,병적기록이 없는 사람,132193,0,0,없음,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137336,55세,1964.06.24
서울특별시,강남구갑,nan,3,민생당,정동희(鄭東熙),남,1968.09.08(51세),서울특별시 종로구 평창7길,경제전략 작가,서울대학교 대학원 졸업(경영학석사),(전)18대 국회의원 선거 후보(대구 동구을)(현)실천연대 대표,1854488,군복무를 마친사람,45988,0,0,없음,2회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137694,51세,1968.09.08
서울특별시,강남구갑,nan,7,국가혁명배당금당,김정훈(金廷勳),남,1969.10.12(50세),서울특별시 동작구 만양로18길,김정훈한의원 원장,동국대학교 한의학과 졸업,(현)김정훈한의원 원장(현)국가혁명배당금당 강남구갑당협위원장,1770423,군복무를 마친사람,137893,0,0,없음,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137802,50세,1969.10.12
서울특별시,강남구을,nan,1,더불어민주당,전현희(全賢姬),여,1964.11.04(55세),서울특별시 강남구 삼성로,국회의원,고려대학교 법무대학원 졸업(법학석사(의료법)),(현)국회의원(재선)(전)변호사,2282147,해당없음(비대상),101046,0,0,없음,2회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100136525,55세,1964.11.04
서울특별시,강남구을,nan,2,미래통합당,박진(朴振),남,1956.09.16(63세),서울특별시 강남구 자곡로,석좌교수,"영국 옥스퍼드 대학교 졸업(정치학박사,1985.10.~1994.3.)",(전)국회외교통상통일위원장(전)청와대 공보ㆍ정무 비서관,1309197,군복무를 마친사람,435896,0,0,없음,3회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137703,63세,1956.09.16
서울특별시,강남구을,nan,3,민생당,김광종(金光宗),남,1962.07.25(57세),서울특별시 강남구 자곡로3길,정치인,서울대학교 외교학과 졸업,(전)2018년 강남구청장선거 후보(전)2016년 강남구을 국회의원선거 후보,154131,군복무를 마친사람,15024,0,0,없음,5회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100134603,57세,1962.07.25
서울특별시,강남구을,nan,7,국가혁명배당금당,강기현(姜基鉉),남,1962.03.14(58세),서울특별시 강남구 광평로19길,치과의사,전북대학교 대학원 졸업(치의학박사),(전)전북대 치과대학 외래 조교수(현)젊어지는 치과 원장,656692,군복무를 마치지 아니한 사람,442569,0,0,없음,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100136299,58세,1962.03.14
서울특별시,강남구을,nan,8,무소속,김민찬(金旻澯),남,1958.02.04(62세),서울특별시 동대문구 고산자로56길,월드마스터위원회 위원장,원광디지털대학교 웰빙문화대학원 졸업 (이학석사),(현) 내소리심신치유연구회 회장(전) 제19대 대통령선거 후보,243617,군복무를 마친사람,8174,0,0,없음,2회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137548,62세,1958.02.04
서울특별시,강남구병,nan,1,더불어민주당,김한규(金翰奎),남,1974.07.01(45세),서울특별시 강남구 삼성로,변호사,서울대학교 정치학과 졸업,(현)김앤장 법률사무소 변호사(전)하버드대학교 로스쿨 석사(2011.08.~2012.05.),3530527,군복무를 마친사람,1288565,0,0,없음,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137535,45세,1974.07.01
서울특별시,강남구병,nan,2,미래통합당,유경준(兪京濬),남,1961.06.17(58세),서울특별시 강남구 삼성로63길,대학교수,미국 코넬대학교 노동경제학과(경제학박사)(1991.8~1995.8),(전)KDI 수석이코노미스트(전)15대 통계청장,2419302,군복무를 마친사람,135377,343,0,없음,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137718,58세,1961.06.17
서울특별시,강남구병,nan,7,우리공화당,전태열(全泰烈),남,1953.05.01(66세),서울특별시 강남구 봉은사로,정당인,건국대학교 대학원 졸업(경영학 박사),(현) 우리공화당 중소기업대책위원회 공동위원장(현) 강남구 범구민 비상대책위원회 부위원장,6597651,군복무를 마친사람,42635,0,0,없음,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100136871,66세,1953.05.01
서울특별시,강남구병,nan,8,친박신당,도여정(都汝定),여,1967.03.13(53세),서울특별시 강남구 선릉로,정당인,영남대학교 대학원 졸업(보건학 박사),(전)우리공화당 국제대변인(현)친박신당 보건복지위원장,2263665,군복무를 마친사람,521758,191,0,없음,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137884,53세,1967.03.13
서울특별시,강남구병,nan,9,국가혁명배당금당,고안성(高安晟),남,1966.10.11(53세),서울특별시 강남구 영동대로114길,의사,순천향대학교 대학원 졸업(의학석사),(현)Dr.고 소아청소년과 원장(현)국가혁명배당금당 서울특별시당 위원장,974431,군복무를 마친사람,83163,0,0,2건,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137595,53세,1966.10.11
서울특별시,강남구병,nan,10,새누리당,양한별(梁한별),남,1956.07.20(63세),서울특별시 강남구 강남대로42길,정당인,한국방송통신대학교 법학과 졸업,(전)20대 국회의원선거 강남구병선거구 국회의원 후보(현)국가유공자(공상군경 7급),16000,군복무를 마친사람,0,0,0,없음,3회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137776,63세,1956.07.20
서울특별시,송파구갑,nan,1,더불어민주당,조재희(趙在喜),남,1959.02.17(61세),서울특별시 송파구 올림픽로35길,정당인,고려대학교 대학원 정치외교학과 졸업 (정치학박사),(전) 노무현 대통령 청와대 국정과제비서관(전) 문재인 대통령 직속 정책기획위원회 위원,97001,군복무를 마친사람,14983,0,0,없음,2회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135007,61세,1959.02.17
서울특별시,송파구갑,nan,2,미래통합당,김웅(金雄),남,1970.05.05(49세),서울특별시 송파구 올림픽로,정당인,서울대학교 사회과학대학 정치학과 졸업,(전)법무연수원 교수(전)부장검사,-112552,군복무를 마치지 아니한 사람,76138,0,0,없음,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137272,49세,1970.05.05
서울특별시,송파구갑,nan,7,국가혁명배당금당,조은정(曺恩정),여,1956.10.23(63세),서울특별시 송파구 백제고분로,정당인,한국방송통신대학교 법학과 졸업,(전)국가공무원(현)정당인,1959603,해당없음(비대상),38039,0,0,없음,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137715,63세,1956.10.23
서울특별시,송파구을,nan,1,더불어민주당,최재성(崔宰誠),남,1965.09.09(54세),서울특별시 송파구 백제고분로39길,국회의원,동국대학교 대학원 행정학과 수료 (정책학 박사과정 ),"(현) 국회의원(17,18,19,20대)(전) 더불어민주당 일본경제침략대책특위 위원장",749251,군복무를 마치지 아니한 사람,43974,0,0,2건,4회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100136890,54세,1965.09.09
서울특별시,송파구을,nan,2,미래통합당,배현진(裵賢鎭),여,1983.11.06(36세),서울특별시 송파구 올림픽로,정당인,북한대학원대학교 북한학과 석사 수료,(전) MBC 뉴스데스크 앵커(현) 미래통합당 중앙선거대책위원회 대변인,73404,해당없음(비대상),32143,0,0,없음,1회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100134639,36세,1983.11.06
서울특별시,송파구을,nan,6,정의당,안숙현(安淑賢),여,1977.11.20(42세),서울특별시 송파구 백제고분로19길,정당인,한양대학교 인문과학대학 사학전공 졸업,(현)정의당 송파구지역위원회 위원장(전)송파 평화의 소녀상 건립추진위원회 공동 집행위원장,137323,해당없음(비대상),41506,0,0,없음,3회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135472,42세,1977.11.20
서울특별시,송파구을,nan,7,우리공화당,권주(權珠),여,1967.07.03(52세),서울특별시 송파구 마천로,목사,웨스트민스터신학대학원 대학교 목회학과 졸업(목회학석사),(현)우리공화당 서울시당 여성위원장,311740,해당없음(비대상),3536,0,0,1건,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100136314,52세,1967.07.03
서울특별시,송파구을,nan,8,국가혁명배당금당,김주연(金珠蓮),여,1960.10.10(59세),서울특별시 송파구 백제고분로40길,전업주부,한광여자고등학교 졸업,(전) 적십자사 삼전지부 회장,1278342,해당없음(비대상),9696,766,0,1건,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135632,59세,1960.10.10
서울특별시,송파구병,nan,1,더불어민주당,남인순(南仁順),여,1958.11.05(61세),서울특별시 송파구 위례광장로,국회의원,성공회대학교 시민사회복지대학원 사회복지학과 졸업(사회복지학석사),(현)송파병 국회의원(현)더불어민주당 최고위원,685509,해당없음(비대상),63346,0,0,없음,2회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100136643,61세,1958.11.05
서울특별시,송파구병,nan,2,미래통합당,김근식(金根植),남,1965.03.31(55세),서울특별시 송파구 충민로,경남대학교 정치외교학과 교수,서울대학교대학원 정치학과 졸업(정치학박사),(현) 미래통합당 중앙선거대책위원회 대변인(전) 통합신당(미래통합당)준비위원회 위원,852680,군복무를 마치지 아니한 사람,41939,0,0,1건,1회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137048,55세,1965.03.31
서울특별시,송파구병,nan,3,민생당,최조웅(崔朝雄),남,1963.04.20(56세),서울특별시 송파구 위례광장로,정당인,연세대학교 행정대학원 지방자치·도시행정학 졸업(행정학석사),(현) 대통령소속 자치분권위원회 정책자문위원(전) 제8·9대 서울시의원,2039056,군복무를 마친사람,39693,801,0,1건,3회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137433,56세,1963.04.20
서울특별시,송파구병,nan,7,국가혁명배당금당,강덕수(姜德秀),남,1963.12.15(56세),서울특별시 송파구 양산로8길,개인사업,덕수상업고등학교 졸업,(전) 웅진그룹 영업본부근무 1년 재직(전) (주)KEC 반도체 사업본부 30년 재직,691050,군복무를 마친사람,2393,1127,0,1건,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100134865,56세,1963.12.15
서울특별시,송파구병,nan,8,무소속,이종식(李鍾植),남,1973.10.02(46세),서울특별시 송파구 거마로,동국대학교 의과학연구소 연구교수,성균관대학교 인간컴퓨터상호작용(HCI)전공 졸업(인터랙션사이언스박사),(현) 동국대학교 의과학연구소 연구교수(전) 성균관대학교 인터랙션사이언스학과 겸임교수,768704,군복무를 마친사람,31724,0,0,없음,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135044,46세,1973.10.02
서울특별시,강동구갑,nan,1,더불어민주당,진선미(陳善美),여,1967.05.14(52세),서울특별시 강동구 양재대로,국회의원,성균관대학교 법학과 졸업,(전)여성가족부 장관(현)제20대 국회의원,-1147271,해당없음(비대상),61378,0,0,없음,2회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100136736,52세,1967.05.14
서울특별시,강동구갑,nan,2,미래통합당,이수희(李秀姬),여,1970.12.10(49세),서울특별시 강동구 양재대로111길,변호사,이화여자대학교 정책과학대학원 졸업(정책과학과 공공정책학 석사),(전)대통령직인수위 법무분과 상임자문위원(현)대한변호사협회 법률구조재단 재무이사,1091721,해당없음(비대상),9369,0,0,없음,1회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137437,49세,1970.12.10
서울특별시,강동구갑,nan,7,국가혁명배당금당,강옥기(姜玉基),여,1962.12.20(57세),서울특별시 강동구 동남로83길,실종아동찾기신문(missing)대표,강남대학교 경영관리대학 법학과 졸업,(현)HBE홀딩스 법인 감사(전)제임스병원 (양로원음악웃음치료사),79850,해당없음(비대상),571,0,0,없음,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137507,57세,1962.12.20
서울특별시,강동구을,nan,1,더불어민주당,이해식(李海植),남,1963.11.13(56세),서울특별시 강동구 명일로,정당인,서울시립대학교 일반대학원 도시행정학과 박사과정 수료,(전) 서울특별시 강동구청장(현) 더불어민주당 대변인,1068835,군복무를 마친사람,36184,0,0,없음,7회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135074,56세,1963.11.13
서울특별시,강동구을,nan,2,미래통합당,이재영(李宰榮),남,1975.11.16(44세),서울특별시 강동구 강동대로,동아방송예술대학교 초빙교수,미국 조지타운대학교 경영학과 학사 졸업 (1994년 9월~1998년 5월),(전)19대국회의원(현)KGMLAB정책연구소 대표,1863634,군복무를 마친사람,71868,0,0,없음,2회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135020,44세,1975.11.16
서울특별시,강동구을,nan,6,정의당,권중도(權重度),남,1985.02.23(35세),서울특별시 강동구 성내로14길,웹 퍼블리셔,한양대학교 공과대학 융합전자공학부 졸업,(현)정의당 미래정치특별위원회 부위원장(전)정의당 심상정 대표 정책 특보,254314,군복무를 마친사람,2823,0,0,2건,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135435,35세,1985.02.23
서울특별시,강동구을,nan,7,국가혁명배당금당,박희열(朴喜烈),남,1964.04.05(56세),서울특별시 강동구 진황도로61길,택배업,중동고등학교 졸업,(전)(주)메디슨 영업기술부 사원(전)(주)메디슨써프라이 영업부 과장,116170,군복무를 마친사람,5968,0,0,없음,0회,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135529,56세,1964.04.05
